store_id,store_name,franchise_name,si_do,si_gun_gu,eup_myeon_dong,category,monitoring_partner_id,lat,lng,enterprise_registration_number
77588,땡기네야식,"",경기도,포천시,소흘읍 송우리,한식,1220,37.82486380,127.14066867,7171900774
77589,치킨하우스,"",경기도,포천시,소흘읍 송우리,치킨,1220,37.82733811,127.14594121,4661700284
77590,♥GS25 인천산곡점,GS25(GS리테일),인천광역시,부평구,산곡동,식료품,826,37.50620715,126.70868181,1168118745
77591,만석꾼,"",경기도,성남시 수정구,신흥동,한식,1148,37.44258845,127.14906757,1291835300
77592,그린 스파이시(롯데시네마7층),"",경기도,성남시 수정구,신흥동,한식,1288,37.4413097,127.1464435,5620901437
77593,라푸마라탕(롯데시네마 2층),"",경기도,성남시 수정구,신흥동,한식,1148,37.4413097,127.1464435,4591900859
77594,한집(성남점),"",경기도,성남시 수정구,신흥동,한식,1148,37.44360170,127.14706843,1092879109
77595,모란점 라화방,"",경기도,성남시 중원구,성남동,중식,1148,37.43211428,127.12993318,2195600367
77596,꿀먹은강정 성남점(배차 후 5분),"",경기도,성남시 수정구,신흥동,치킨,718,37.44106679,127.14401423,1293892444
77597,낙곱새,"",경기도,성남시 중원구,성남동,한식,1148,37.43326861,127.13366779,3432600815
77598,도깨비떡볶이,"",경기도,성남시 수정구,수진동,분식,718,37.44009167,127.13059447,8073800516
77599,라쿵푸 가천대 본점,"",경기도,성남시 수정구,태평동,중식,1586,37.44784363,127.12738633,7570901336
77600,스시 먹는 오징어,"",경기도,성남시 수정구,수진동,한식,1148,37.44091806,127.13375736,5112254522
77601,에그홀릭,"",경기도,성남시 중원구,성남동,카페/베이커리/디저트,1148,37.43280453,127.12970805,7891001339
77602,욜로PC(Yolo PC),"",경기도,성남시 중원구,성남동,카페/베이커리/디저트,1148,37.43513862,127.13955106,5487000301
77603,홍 마라탕(배차 후 5분),"",경기도,성남시 수정구,태평동,한식,1586,37.44443206,127.12931908,1323900383
77604,길림반점 주식회사,"",경기도,성남시 수정구,수진동,중식,1586,37.44007933,127.13167957,3348601167
77605,알버트아저씨,"",경기도,성남시 수정구,신흥동,분식,718,37.44047436,127.14431352,1291835542
77606,얌샘김밥 남영점,"",서울특별시,용산구,갈월동,분식,1155,37.54203284,126.97165378,7948801738
77607,좌동 일돈복,"",부산광역시,해운대구,좌동,한식,466,35.17428386,129.17511739,3300300940
77608,좌동 한양족발&한국인의밥상,"",부산광역시,해운대구,좌동,한식,466,35.17831393,129.17694257,3091023933
77609,좌동 시골커피,"",부산광역시,해운대구,좌동,카페/베이커리/디저트,466,35.17198611,129.17636758,6071369756
77610,첨단아구찜복 월계동,"",광주광역시,광산구,월계동,한식,156,35.21661894,126.84356670,6730300565
77611,건대꼴목포차,"",서울특별시,광진구,화양동,한식,41,37.54223580,127.06703101,2063145424
77612,♥포동포동 (산곡동),"",인천광역시,부평구,산곡동,한식,1008,37.50620715,126.70868181,4997000182
77613,무거동 빨간병아리(re),"",울산광역시,남구,무거동,한식,1637,35.54828178,129.25989268,3743000776
77614,무거동 대통갈비탕,"",울산광역시,남구,무거동,한식,1637,35.55212429,129.27380754,8051800939
77615,불닭발땡초동대운엽기떡볶이성남태평점,"",경기도,성남시 수정구,태평동,"",1093,37.44420007,127.12809892,6554900658
77616,엽기떡볶이 (성남태평점),"",경기도,성남시 수정구,태평동,한식,1586,37.44420007,127.12809892,6554900658
77617,국수나무 시흥은계점,"",경기도,시흥시,은행동,분식,754,37.43652174,126.80395725,5774300526
77618,국수나무 고운동,"",세종특별자치시,"",고운동,한식,1907,36.50573110,127.23491880,4860301413
77619,지코바 종촌동,"",세종특별자치시,"",종촌동,치킨,1048,36.50209044,127.25154871,2242391275
77620,맛짱 돈까스,"",경기도,성남시 수정구,신흥동,분식,1939,37.44112866,127.14460004,1293710386
77621,밥상애 도시락,"",경기도,성남시 수정구,신흥동,한식,1148,37.44298173,127.14049267,8192900496
77622,CU 풍암우미광장점,CU편의점(BGF리테일),광주광역시,서구,풍암동,식료품,583,35.12774055,126.88215191,8938800792
77623,CU 풍암원룸점,CU편의점(BGF리테일),광주광역시,서구,풍암동,식료품,583,35.12445507,126.88359200,8938800792
77624,(대치)GS더프레시 도곡렉슬점,GS더프레시(GS리테일),서울특별시,강남구,도곡2동,식료품,2413,37.4953163,127.0526809,1168118745
77625,(신논현)GS더프레시 서초점,GS더프레시(GS리테일),서울특별시,서초구,반포동,식료품,2312,37.50288563,127.01158358,1168118745
77626,(논현)GS더프레시 잠원점,GS더프레시(GS리테일),서울특별시,서초구,잠원동,식료품,2312,37.5143639,127.0116395,1168118745
77627,(대치)GS더프레시 강남대치점,GS더프레시(GS리테일),서울특별시,강남구,대치1동,식료품,2413,37.4939074,127.0602157,1168118745
77628,[신정3]GS더프레시 양천신은점,GS더프레시(GS리테일),서울특별시,양천구,신정3동,식료품,2358,37.5126957,126.8331318,1168118745
77629,GS더프레시 천안두정점,GS더프레시(GS리테일),충청남도,천안시 서북구,두정동,식료품,2491,36.8339928,127.1396200,1168118745
77630,GS더프레시 동소문점,GS더프레시(GS리테일),서울특별시,성북구,돈암2동,식료품,2237,37.5948229,127.0103257,1168118745
77631,GS더프레시 과천3점,GS더프레시(GS리테일),경기도,과천시,원문동,식료품,2169,37.42154064,126.99183501,1168118745
77632,GS더프레시 분당시범단지점,GS더프레시(GS리테일),경기도,성남시 분당구,서현동,식료품,599,37.3830966,127.1254953,1168118745
77633,GS더프레시 주례점,GS더프레시(GS리테일),부산광역시,사상구,주례동,식료품,306,35.14979264,129.00361425,1168118745
77634,남천동 카페라솔,"",부산광역시,수영구,남천동,카페/베이커리/디저트,1142,35.14835105,129.11039040,1117011760
77635,토스테리아,"",인천광역시,서구,석남동,카페/베이커리/디저트,971,37.51365734,126.66485333,1281253429
77636,까시발라 생선구이,"",서울특별시,성북구,석관동,한식,1466,37.60975018,127.05980168,8751600123
77637,동대문엽기떡볶이(하)금락리,"",경상북도,경산시,하양읍 금락리,분식,985,35.91017916,128.81524251,2310201757
77638,응급실떡볶이(하)금락리,"",경상북도,경산시,하양읍 금락리,분식,985,35.9103707,128.8155057,6760401430
77639,구서동네네치킨,"",부산광역시,금정구,구서동,"",296,35.25376322,129.08782851,7842900851
77640,구서동네네치킨,"",부산광역시,금정구,구서동,치킨,296,35.25376322,129.08782851,7842900851
77641,신쭈꾸미 태장동,"",강원도,원주시,태장동,한식,1101,37.38153897,127.95111102,3485800446
77642,(5분) 번개대반점 단구동,"",강원도,원주시,단구동,중식,1101,37.33040670,127.94764792,2241489535
77643,맘스터치 신도림동,"",서울특별시,구로구,신도림동,치킨,1667,37.50623644,126.88343381,8811001052
77644,●날아라솥뚜껑 본동_4G,"",대구광역시,달서구,본동,한식,462,35.83666522,128.53174405,5142677779
77645,◇조선양곱창 대명5동_4G,"",대구광역시,남구,대명동,곱창/닭발,809,35.84695643,128.58991940,1104823243
77646,■은화수식당 고려대점,"",서울특별시,성북구,안암동5가,"",1644,37.58313555,127.02975744,5618501520
77647,(신용동)봉천동진순자김밥,"",광주광역시,북구,신용동,분식,1077,35.20984756,126.86390417,5605800430
77648,고돌이국밥집 자양점,"",서울특별시,광진구,자양동,한식,41,37.53962073,127.06983999,7494800107
77649,본죽&비빔빕 가산테라점,본죽(본아이에프),서울특별시,금천구,가산동,한식,807,37.47468627,126.89009285,5352201021
77650,이경희마산물꽁아구찜 (호계동),"",경기도,안양시 동안구,호계동,한식,2252,37.37112171,126.95936052,1380686907
77651,팔공티&빨라쪼 이마트 마포공덕점,"",서울특별시,마포구,신공덕동,카페/베이커리/디저트,1155,37.54258895,126.95340699,6698801126
77652,야음 철판떼기,"",울산광역시,남구,야음동,한식,600,35.52174541,129.32102560,8980501736
77653,가미횟집 명촌,"",울산광역시,북구,명촌동,초밥전문/회,1161,35.55685102,129.35411319,6201419616
77654,C)수제달달모찌 탄방점,"",대전광역시,서구,탄방동,기타음식,503,36.34750491,127.39705794,2367000320
77655,스시노칸도 신도림동,"",서울특별시,구로구,신도림동,일식류,1667,37.50627734,126.88471808,2970301720
77656,명랑핫도그 성수카페거리점,명랑핫도그(명랑시대외식청년창업협동조합),서울특별시,성동구,성수동2가,카페/베이커리/디저트,1610,37.53918256,127.05486385,3397100285
77657,본죽&비빔밥 신도림점,본죽(본아이에프),서울특별시,구로구,신도림동,한식,1667,37.50623644,126.88343381,2032612110
77658,쿠우쿠우 플러스,"",경기도,성남시 수정구,수진동,한식,1148,37.44184749,127.13553232,4210501502
77659,봉천제일종합시장v,네이버전통시장,서울특별시,관악구,봉천동,한식,1362,37.48137384,126.94456482,5637200172
77660,장수한우곱창,"",전라북도,전주시 완산구,효자동2가,곱창/닭발,1355,35.80972500,127.09550632,4180484422
77661,역전우동0410 전북도청점,역전우동0410(더본코리아),전라북도,전주시 완산구,효자동3가,일식류,1355,35.81593319,127.10835307,8153600788
77662,가장맛있는족발 경복궁역점,"",서울특별시,종로구,통의동,족발/보쌈,1359,37.57697775,126.97278378,6843200041
77663,닭강정왕자당산동,"",서울특별시,영등포구,당산동6가,분식,269,37.53519197,126.90261514,2213824086
77664,위더스 홍은동(re),"",서울특별시,서대문구,홍은동,카페/베이커리/디저트,618,37.58117004,126.92506726,1561300036
77665,제레미버거,"",서울특별시,영등포구,양평동4가,버거,269,37.53556817,126.89558040,5366600349
77666,우정동 카페마커,"",울산광역시,중구,우정동,카페/베이커리/디저트,827,35.55299973,129.31282518,2940701485
77667,두마리찜닭 구로신도림점,"",서울특별시,구로구,신도림동,한식,572,37.50619645,126.87736278,1394300417
77668,가마치통닭 대현더샵점,"",울산광역시,남구,야음동,치킨,600,35.5236176,129.3272285,2630801265
77669,신정 늘찬마루,"",울산광역시,남구,신정동,한식,600,35.53226143,129.31165869,6102215831
77670,신정 남산초장집(new),"",울산광역시,남구,신정동,한식,600,35.53863420,129.30205592,3992001004
77671,하루 화곡점(re),"",서울특별시,강서구,화곡동,한식,1836,37.52946193,126.83877995,2763800478
77672,코바코,"",서울특별시,금천구,가산동,한식,807,37.47666287,126.88553668,1191347288
77673,더벤티 송산그린시티점,"",경기도,화성시,새솔동,카페/베이커리/디저트,1749,37.2849782,126.8181658,2271492102
77674,주원닭도리탕,"",서울특별시,금천구,독산동,한식,807,37.46869409,126.90149188,2611401203
77675,김밥천국,"",경기도,시흥시,은행동,기타음식,754,37.43741049,126.80217961,4194500622
77676,느린마을양조장 교대점,느린마을양조장(배상면주가),서울특별시,서초구,서초동,주점,1373,37.49128535,127.01154053,3830501082
77676,느린마을양조장 교대점,느린마을양조장(배상면주가),서울특별시,서초구,서초동,주점,1373,37.49128535,127.01154053,3830501082
77677,고돼지 이수점,"",서울특별시,동작구,사당동,한식,954,37.48934509,126.98071439,8200701305
77678,올드페리도넛,"",서울특별시,용산구,한남동,카페/베이커리/디저트,502,37.53960566,127.00292638,5568601980
77679,[영대]데일리,"",경상북도,경산시,압량읍 부적리,한식,1989,35.8406106,128.7620455,5150808607
77680,투가이즈 중방동,"",경상북도,경산시,중방동,피자,713,35.82945595,128.73465355,2287710281
77681,전포동 레귤러하우스,"",부산광역시,부산진구,전포동,카페/베이커리/디저트,908,35.15803952,129.06767257,7764100513
77682,던킨도너츠 구리돌다리점,던킨도너츠(SPC),경기도,구리시,인창동,카페/베이커리/디저트,947,37.60100406,127.14069311,2148554039
77683,R4)이비가짬뽕 하남본점 2층,이비가짬뽕(이비가푸드),경기도,하남시,망월동,중식,1725,37.5690628,127.1948047,5012651434
77684,반여동 해운대1972낙지볶음,"",부산광역시,해운대구,반여동,한식,1531,35.20642166,129.12178093,2262138743
77685,고기파 (창천동),"",서울특별시,서대문구,창천동,한식,14,37.55775138,126.93623176,7618501299
77686,미카엘 낙성대동,"",서울특별시,관악구,봉천동,한식,1362,37.47814458,126.95686806,2535000481
77687,신용동 바울아저씨(첨단점),"",광주광역시,북구,신용동,분식,156,35.20653530,126.86240813,4092529833
77688,커피베이오포점 (문형리),"",경기도,광주시,오포읍 문형리,카페/베이커리/디저트,1023,37.34161997,127.20869802,3541900627
77689,다가오다 안양1동,"",경기도,안양시 만안구,안양동,주점,237,37.40151282,126.92121818,5276800354
77690,(위례)피자워크샵,"",경기도,성남시 수정구,창곡동,피자,1445,37.4681552,127.1384360,1672500548
77691,(탄현지점)명장10 (덕이동),"",경기도,고양시 일산서구,덕이동,카페/베이커리/디저트,945,37.7036556,126.7569050,4224300527
77692,비어라이제,"",경기도,양주시,옥정동,"",1305,37.8216388,127.0928570,4061501079
77693,부민동 라루엘라,"",부산광역시,서구,부용동2가,카페/베이커리/디저트,1877,35.10636304,129.01881385,2822301105
77694,호계)소백산,"",경기도,안양시 동안구,호계동,한식,664,37.36494588,126.95911128,1381158308
77695,반여동 히마이,"",부산광역시,해운대구,반여동,중식,277,35.20742230,129.12446914,5930801564
77696,샤브올 홈플러스센텀시티점 (우동),"",부산광역시,해운대구,우동,한식,277,35.17032162,129.13346610,5778101599
77697,송현2동)이크에크_4G,"",대구광역시,달서구,송현동,카페/베이커리/디저트,608,35.83132479,128.55107381,4690301285
77698,(죽전동) 호식이두마리치킨 죽전점,"",경기도,용인시 수지구,죽전동,도시락/컵밥/덮밥,417,37.33334971,127.11160146,6516000592
77699,파리바게뜨 구리인창점,파리바게뜨(SPC),경기도,구리시,인창동,카페/베이커리/디저트,947,37.60492710,127.14156347,2148554039
77700,파리바게뜨 구리제일점,파리바게뜨(SPC),경기도,구리시,수택동,카페/베이커리/디저트,947,37.60045494,127.14031754,5708501897
77701,(도농)파리바게뜨 남양주부영점,파리바게뜨(SPC),경기도,남양주시,다산동,카페/베이커리/디저트,924,37.61156341,127.16372509,2148554039
77702,파리바게뜨 다산가람초교점,파리바게뜨(SPC),경기도,남양주시,다산동,카페/베이커리/디저트,924,37.62017324,127.14822625,2148554039
77703,크리스피크림 롯데몰수원점,크리스피크림도넛(롯데지알에스),경기도,수원시 권선구,서둔동,카페/베이커리/디저트,2172,37.26443180,126.99680429,1068123498
77703,크리스피크림 롯데몰수원점,크리스피크림도넛(롯데지알에스),경기도,수원시 권선구,서둔동,카페/베이커리/디저트,2172,37.26443180,126.99680429,1068123498
77704,파리바게뜨 다산역점,파리바게뜨(SPC),경기도,남양주시,다산동,카페/베이커리/디저트,924,37.62528750,127.15048550,2148554039
77705,파리바게뜨 인창대로점,파리바게뜨(SPC),경기도,구리시,인창동,카페/베이커리/디저트,947,37.60905162,127.13830298,5708501897
77706,[신정7]배스킨라빈스 목동12단지점,배스킨라빈스(SPC),서울특별시,양천구,신정동,카페/베이커리/디저트,2358,37.51499126,126.86166597,2148554039
77707,배스킨라빈스 대구사월역점,배스킨라빈스(SPC),대구광역시,수성구,신매동,카페/베이커리/디저트,1521,35.83642239,128.71590458,5708501897
77708,커피베이 안양중앙시장점,커피베이(사과나무),경기도,안양시 만안구,안양동,카페/베이커리/디저트,1987,37.39856725,126.92135519,3064010246
77709,배스킨라빈스 대구신매점,배스킨라빈스(SPC),대구광역시,수성구,신매동,카페/베이커리/디저트,1521,35.84008684,128.70674066,5708501897
77710,배스킨라빈스 대구알파시티점,배스킨라빈스(SPC),대구광역시,수성구,시지동,카페/베이커리/디저트,1521,35.84085822,128.69238772,5708501897
77711,(동판교)바스버거 삼평동,"",경기도,성남시 분당구,삼평동,버거,1480,37.40111517,127.10625450,1068705191
77712,(A운서)파스쿠찌 인천운서점(F),파스쿠찌(SPC),인천광역시,중구,운서동,카페/베이커리/디저트,1574,37.50092175,126.48936383,2148554039
77713,파스쿠찌 유성온천역점,파스쿠찌(SPC),대전광역시,유성구,봉명동,카페/베이커리/디저트,1972,36.35358212,127.34079972,5708501897
77714,파스쿠찌 광안비치점,파스쿠찌(SPC),부산광역시,수영구,광안동,카페/베이커리/디저트,1142,35.1495859,129.1150154,5708501897
77715,파스쿠찌 서김해점,파스쿠찌(SPC),경상남도,김해시,풍유동,카페/베이커리/디저트,2210,35.22260942,128.84920084,5708501897
77716,구의)파스쿠찌 구의강변점,파스쿠찌(SPC),서울특별시,광진구,구의동,카페/베이커리/디저트,1611,37.53885913,127.09381389,5708501897
77717,(남)에그박스,"",경상남도,거제시,아주동,카페/베이커리/디저트,206,34.86779943,128.68489424,2436000348
77718,청년피자(퇴계동),"",강원도,춘천시,퇴계동,피자,1433,37.85957267,127.73492234,7543800610
77719,B)커피언덕 갈마동,"",대전광역시,서구,갈마동,카페/베이커리/디저트,503,36.34723964,127.36958596,3852500898
77720,(연산)취원3,"",부산광역시,연제구,연산동,중식,1244,35.18396861,129.07493475,4630801360
77721,토속정삼계탕 장림동,"",부산광역시,사하구,장림동,한식,1588,35.08223882,128.96890674,6095495097
77722,천지회센터 가양동,"",대전광역시,동구,가양동,초밥전문/회,1038,36.34741475,127.44131218,6135500432
77723,완도회수산 복수동,"",대전광역시,서구,복수동,초밥전문/회,850,36.29921131,127.38190585,3142586555
77724,충무할매낙지볶음 용문동,"",대전광역시,서구,용문동,한식,850,36.33539668,127.38975321,3140605089
77725,카페청유 금곡동,"",경기도,수원시 권선구,금곡동,카페/베이커리/디저트,1249,37.2750132,126.9540961,6482601024
77726,성정치킨플러스 성정동,"",충청남도,천안시 서북구,성정동,치킨,1081,36.82153465,127.14094776,1923800961
77727,▣회떠가는어부가,"",인천광역시,동구,화평동,초밥전문/회,957,37.47848059,126.63102353,3582101257
77728,장림동 쇼쿠도,"",부산광역시,사하구,장림동,한식,369,35.08115247,128.96849667,8720501826
77729,다대동 조은통닭,"",부산광역시,사하구,다대동,치킨,369,35.0554568,128.9719445,3090893912
77730,장림동 우송꼬마김밥,"",부산광역시,사하구,장림동,분식,369,35.07563574,128.97277371,2673600451
77731,덕천동 카레온,"",부산광역시,북구,덕천동,서양식,791,35.20848900,129.00909731,1781400765
77732,하동각,"",부산광역시,동래구,명륜동,중식,414,35.20529172,129.08260943,7151501269
77733,초록담미역국,"",부산광역시,동래구,사직동,한식,414,35.19498647,129.05783707,6882700302
77734,해독천재동태탕,"",부산광역시,동래구,명륜동,한식,296,35.20387675,129.08393405,6051513532
77735,담양갈비,"",부산광역시,부산진구,가야동,한식,758,35.15508359,129.03710500,6188518593
77736,바노피 (별내동),"",경기도,남양주시,별내동,카페/베이커리/디저트,1444,37.6677855,127.1186315,5870601599
77737,삼초전,"",경상남도,김해시,진영읍 진영리,한식,1083,35.30819439,128.73348228,8861401429
77738,(덕소리)후즈티,"",경기도,남양주시,와부읍 덕소리,"",2292,37.59198836,127.22026175,1321813879
77739,하단동 강동농원,"",부산광역시,사하구,하단동,한식,915,35.10849531,128.96670343,8521200705
77740,두산동) 목련양과,"",대구광역시,수성구,두산동,카페/베이커리/디저트,999,35.83416930,128.61770155,2093065325
77741,돈가네 김치찌개 힉스유타워점,"",경기도,용인시 기흥구,영덕동,한식,483,37.26890690,127.09048930,2930701522
77742,#전원숮불갈비 평리동(10분콜),"",대구광역시,서구,평리동,한식,465,35.86892240,128.55558530,1501700147
77743,만나고쪽갈비 불당동(re),"",충청남도,천안시 서북구,불당동,구이류,1193,36.80328232,127.11165608,4723300595
77744,러브레터-쌍용(re),"",충청남도,천안시 서북구,쌍용동,피자,1080,36.80020916,127.11938529,5396200165
77745,신안왕소금구이 불당동,"",충청남도,천안시 서북구,불당동,구이류,1080,36.8111552,127.1066716,7416100228
77746,종촌)GS25 세종광장점,GS25(GS리테일),세종특별자치시,"",종촌동,식료품,1907,36.50308333,127.25003997,1168118745
77747,우동 메이친,"",부산광역시,해운대구,우동,중식,1584,35.15673463,129.14671848,6173195139
77748,국대TWO마리치킨 문현점,"",부산광역시,남구,문현동,한식,1186,35.14347948,129.07590675,5230101514
77749,범천동 조방왕새우,"",부산광역시,부산진구,범천동,한식,1186,35.14263461,129.06150771,5702200345
77750,코코쿡앤샤브 문현금융단지점,"",부산광역시,부산진구,범천동,한식,2506,35.14481123,129.06271698,6052653485
77751,카페베네 구리돌다리점,카페베네(주식회사 카페베네),경기도,구리시,수택동,카페/베이커리/디저트,947,37.60124183,127.14291680,1322759028
77752,당리동 카페051 사하구청점,"",부산광역시,사하구,당리동,카페/베이커리/디저트,1626,35.10490385,128.97403678,1201501476
77753,화명동 스시순,"",부산광역시,북구,화명동,일식류,793,35.23444737,129.00924858,7115400229
77754,고구려 신현리 -보통-,"",경기도,광주시,오포읍 신현리,한식,2167,37.35963548,127.14727772,1262769098
77755,화명동 덕천달 화명점,"",부산광역시,북구,화명동,한식,793,35.23531660,129.00995239,2833800438
77756,간판없이 분식파는 집 삼덕동(교동지점),"",대구광역시,중구,삼덕동1가,분식,1477,35.86734193,128.59753085,1742200303
77757,♥본가옛날통닭_동인동,"",대구광역시,중구,동인동4가,치킨,1477,35.86669082,128.60738455,7865300089
77758,먹방야채곱창(re),"",서울특별시,은평구,불광동,곱창/닭발,521,37.62127350,126.92568993,3821900772
77759,88양꼬치전문점,"",경기도,양주시,남면 신산리,구이류,1047,37.89581333,126.97436989,1274101423
77760,뚱보집춘천점(퇴계동),"",강원도,춘천시,퇴계동,한식,1050,37.86518697,127.72308763,8233800629
77761,부추곱창 1989 홍제동,"",서울특별시,서대문구,홍제동,곱창/닭발,519,37.58784930,126.94560688,2640201456
77762,니하오양꼬치(석사동),"",강원도,춘천시,석사동,구이류,1050,37.86688130,127.75222728,2783000920
77763,훗스테이크 (상현동),"",경기도,용인시 수지구,상현동,서양식,483,37.29616144,127.06917960,5822400847
77764,남색커피 남성동,"",경상남도,창원시 마산합포구,남성동,카페/베이커리/디저트,1656,35.20508345,128.57640834,2923800640
77765,도라무통춘천점(석사동),"",강원도,춘천시,석사동,한식,1433,37.86250140,127.73943127,2210536487
77766,대동집(하동),"",경기도,수원시 영통구,하동,주점,483,37.29383692,127.06941869,7916800203
77767,실비막국수(요선동배차후10분),"",강원도,춘천시,소양로2가,한식,1050,37.88359222,127.72581950,2210685855
77768,오뚜기분식 적성점,"",경기도,파주시,적성면 마지리,분식,1047,37.95392323,126.91868451,4191501167
77769,이디야 연신내역점,이디야커피(이디야커피),서울특별시,은평구,갈현동,카페/베이커리/디저트,521,37.61922781,126.92039798,4261300560
77770,연산동 현풍닭칼국수,"",부산광역시,연제구,연산동,한식,1244,35.18156072,129.07609624,7974800576
77771,사직동 메가엠지씨커피 사직역점,메가커피((주)앤하우스),부산광역시,동래구,사직동,카페/베이커리/디저트,414,35.19734504,129.06534656,2186200405
77772,연산동 서울감자탕,"",부산광역시,연제구,연산동,한식,1244,35.18642801,129.08333382,6390901644
77773,시청앞카페 무실동,"",강원도,원주시,무실동,카페/베이커리/디저트,1101,37.34129090,127.92160582,5612200375
77774,(논현)소진담 신사동,"",서울특별시,강남구,신사동,카페/베이커리/디저트,2201,37.52252371,127.02418523,8028600939
77775,우리지금여기(re),"",서울특별시,마포구,합정동,카페/베이커리/디저트,1473,37.55090425,126.90673038,8063900432
77776,(위례)진푸드,"",경기도,성남시 수정구,창곡동,한식,1445,37.46795454,127.14022866,5742101204
77777,춘천닭갈비,"",서울특별시,강남구,일원동,한식,1197,37.48948341,127.08239024,2130148567
77778,제3식당_청라동,"",인천광역시,서구,청라동,한식,1184,37.53500751,126.64702437,1865100382
77779,쉐프의고깃간 삼송점,"",경기도,고양시 덕양구,삼송동,한식,1159,37.65246698,126.89032791,8500400553
77780,백년회관서서갈비 동춘점,"",인천광역시,연수구,동춘동,한식,705,37.41414669,126.67155107,1456000286
77781,형제들감자탕 안양1동,"",경기도,안양시 만안구,안양동,한식,1987,37.40023467,126.92247977,3900201003
77782,후암연어식당 (후암동),"",서울특별시,용산구,후암동,초밥전문/회,1155,37.55182512,126.97700433,8550100353
77783,노군꼬치 첨단점 월계동,"",광주광역시,광산구,월계동,기타음식,156,35.21515791,126.84662655,8722100434
77784,노군꼬치 구시청점,"",광주광역시,동구,광산동,기타음식,943,35.14538823,126.91779058,2221295677
77785,에쏠로지 상무스타점,"",광주광역시,서구,치평동,카페/베이커리/디저트,728,35.15499235,126.84873076,1504000335
77786,킹스타 마약치킨 석남점,"",인천광역시,서구,석남동,치킨,971,37.51327435,126.66517803,1501101163
77787,[픽업 10분전 전화]이삭토스트&커피 (반포동),"",서울특별시,서초구,반포동,기타음식,592,37.50532414,126.99477374,5120895291
77788,칼국밥 구암점(re),"",대구광역시,북구,구암동,한식,2083,35.93698111,128.56843150,5727900189
77789,미성온비빔밥 구암동,"",대구광역시,북구,구암동,한식,649,35.92582582,128.55079153,7731701288
77790,더푸드랩9,"",경기도,안양시 동안구,호계동,서양식,664,37.37749627,126.96057555,4654200658
77791,야채숙성치킨깻잎통닭,"",광주광역시,북구,운암동,치킨,870,35.17610659,126.87318014,6202901124
77792,네네치킨 양양점,"",강원도,양양군,양양읍 남문리,치킨,1152,38.07434512,128.62026654,2270570936
77793,이디야커피시흥목감상업지구점,이디야커피(이디야커피),경기도,시흥시,조남동,카페/베이커리/디저트,2002,37.37830715,126.85348214,5976400393
77794,이디야 성산점,이디야커피(이디야커피),서울특별시,마포구,성산동,카페/베이커리/디저트,1498,37.56493987,126.91165855,5425900220
77795,이디야커피 청주용암점,이디야커피(이디야커피),충청북도,청주시 상당구,용암동,카페/베이커리/디저트,684,36.61016206,127.50424002,3606700244
77796,이디야커피 대림3동점,이디야커피(이디야커피),서울특별시,영등포구,대림동,카페/베이커리/디저트,572,37.49974392,126.89803301,5563500238
77797,이디야커피 가경제일점,이디야커피(이디야커피),충청북도,청주시 흥덕구,가경동,카페/베이커리/디저트,873,36.61614051,127.44301692,2761401262
77798,이디야커피 논산터미널점,이디야커피(이디야커피),충청남도,논산시,취암동,카페/베이커리/디저트,813,36.20277423,127.08911631,3594500316
77799,이디야 커피 영등포로타리점,이디야커피(이디야커피),서울특별시,영등포구,영등포동3가,카페/베이커리/디저트,269,37.51841090,126.91145543,4293500237
77800,이디야(시흥대로점),이디야커피(이디야커피),서울특별시,금천구,독산동,카페/베이커리/디저트,807,37.47600322,126.89892568,1430601012
77801,이디야 kbs별관점,이디야커피(이디야커피),서울특별시,영등포구,여의도동,카페/베이커리/디저트,616,37.51963218,126.92885938,1071928524
77802,이디야구월동힐캐슬점,이디야커피(이디야커피),"","","",카페/베이커리/디저트,516,"","",5571700784
77803,(다산1동)이디야 다산푸르지오점,이디야커피(이디야커피),경기도,남양주시,다산동,카페/베이커리/디저트,924,37.61900570,127.16374260,4561801435
77804,이디야커피 수지동천점,이디야커피(이디야커피),경기도,용인시 수지구,동천동,카페/베이커리/디저트,881,37.34117079,127.10023333,7553800137
77805,이디야 황금롯데캐슬점,이디야커피(이디야커피),대구광역시,수성구,황금동,카페/베이커리/디저트,699,35.84221324,128.63258583,5662301022
77806,이디야시흥시청점,이디야커피(이디야커피),경기도,시흥시,장현동,카페/베이커리/디저트,810,37.38059796,126.80038473,3031763917
77807,이디야커피 석장동,이디야커피(이디야커피),경상북도,경주시,석장동,카페/베이커리/디저트,340,35.8612294,129.1903699,3332700697
77808,이디야 인천마장초교점,이디야커피(이디야커피),인천광역시,부평구,산곡동,카페/베이커리/디저트,"",37.50714163,126.70887114,4526700354
77809,이디야 미사강변한강로점,이디야커피(이디야커피),경기도,하남시,망월동,카페/베이커리/디저트,759,37.5601123,127.1989381,5931301189
77810,이디야 김포호수초교점,이디야커피(이디야커피),경기도,김포시,구래동,카페/베이커리/디저트,372,37.65121209,126.62887874,6191275609
77811,(갈매)이디야 갈매중앙점,이디야커피(이디야커피),경기도,구리시,갈매동,카페/베이커리/디저트,634,37.6306671,127.1163762,2943200566
77812,이디야 남동구청점,이디야커피(이디야커피),인천광역시,남동구,만수동,카페/베이커리/디저트,516,37.44800904,126.73586532,4774400091
77813,(회정)이디야 양주회정점,이디야커피(이디야커피),"","","",카페/베이커리/디저트,453,"","",8273200518
